KODE_CABANG,CUSTOMER_NUMBER,ALAMAT,LATITUDE,LONGITUDE,STATE,CITY,PROVINCE,ZIP_CODE,CHANNEL,SHIP_METHOD_CODE,SHIP_METHOD_DESC,DELIVERY_AREA_GROUP
SBY,177074,JL. A. YANI NO. 116 GAYUNGAN - GAYUNGAN,-7.3261965,112.7287981,GAYUNGAN,SURABAYA,JAWA TIMUR,60235,PARAMEDIC,B-DR-02A,BASE 02A,DALAM KOTA
SBY,177080,JL. KENDANGSARI INDUSTRI NO. 1 KENDANGSARI - TENGGILIS MEJOYO,-7.32923679999999,112.7502291,TRENGGILIS MEJOYO,SURABAYA,JAWA TIMUR,60292,SPECIALIST DOCTOR (SPC),B-DR-01A,BASE 01A,DALAM KOTA
SBY,177100,PERUMAHAN TOMPOTIKA  JL. MANYAR TIRTOMOYO IX NO.35 MANYAR SABRANGAN - MULYOREJO,-7.2843095,112.7673246,MANYAR SABRANGAN,SURABAYA,JAWA TIMUR,60116,SPECIALIST DOCTOR (SPC),B-DR-04A,BASE 04A,DALAM KOTA
SBY,177106,JL.SUNAN DRAJAD NO.209 SIDOHARJO,-7.13291359999999,112.4138591,SIDOHARJO,LAMONGAN,JAWA TIMUR,62217,PHARMACY CHAIN (CHN),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177109,JL RAYA KEDANYANG NO.112A KEBOMAS,-7.1841547,112.6122503,KEBOMAS,GRESIK,JAWA TIMUR,61121,PHARMACY REGULAR (REG),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177111,JL.RAYA WARUKULON WARUKULON - PUCUK,-7.097058,112.2771485,PUCUK,LAMONGAN,JAWA TIMUR,62257,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177112,JL.RAYA KEMBANGAN KEMBANGAN - SEKARAN,-6.1863559,106.7257301,SEKARAN,LAMONGAN,JAWA TIMUR,62261,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177139,JL.PENDIDIKAN NO.02 NGIMBANG - NGIMBANG,-7.2815762,112.2121897,NGIMBANG,LAMONGAN,JAWA TIMUR,62273,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177141,JL.RAYA PUD NO.87 A DERMOLEMAHBANG - SARIREJO,-7.1765452,112.4470275,DEKET,LAMONGAN,JAWA TIMUR,62291,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177142,JL.RAYA SUGIO NO.19 BULAK - SUMBERAJI,-7.155252,112.3000423,SUKOREJO,LAMONGAN,JAWA TIMUR,62215,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177150,JL.RAYA PUK NO.61 GLAGAH - GLAGAH,-7.05779519999999,112.4918027,GLAGAH,LAMONGAN,JAWA TIMUR,62292,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177152,JL.RAYA SAMBENG NO.09 ARDIREJO - SAMBENG,-7.30025919999999,112.2700354,SAMBENG,LAMONGAN,JAWA TIMUR,62284,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177153,DUSUN SUGIO SUGIO - SUGIO,-7.157881,112.2909473,SUGIO,LAMONGAN,JAWA TIMUR,62256,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177200,JL. KRUKAH UTARA 74 KEDUNG BARUK - WONOKROMO,-7.29385849999999,112.7540031,WONOKROMO,SURABAYA,JAWA TIMUR,60243,PHARMACY REGULAR (REG),B-DR-02A,BASE 02A,DALAM KOTA
SBY,177202,JL. RAYA CINDE NO. 03 BLOOTO - PRAJURIT KULON,-7.4800856,112.4236401,PRAJURIT KULON,MOJOKERTO,JAWA TIMUR,61326,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-08C,UPCNT 08C,LUAR KOTA
SBY,177225,JL. EMBONG MALANG 7-21 EMBONG KALIASIN,-7.26280459999999,112.7396621,EMBONG KALIASIN,SURABAYA,JAWA TIMUR,60271,MODERN KEY ACCOUNT (NKA),P-DR-02A,PERI 02A,PINGGIRAN KOTA
SBY,177281,JL. RAYA NGAGEL NO 123 FLOOR LG 08A NGAGEL,-7.2889446,112.7455654,NGAGEL,SURABAYA,JAWA TIMUR,60246,MODERN KEY ACCOUNT (NKA),P-DR-01B,PERI 01B,PINGGIRAN KOTA
SBY,177283,JL. KUSUMA BANGSA NO. 63 JOMBANG,-7.54539849999999,112.2310459,MAGERSARI,MOJOKERTO,JAWA TIMUR,61318,VET COMPANION,U-DR-08A,UPCNT 08A,LUAR KOTA
SBY,177306,JL.RAYA SEMEMI NO.20 BENOWO,-7.24499919999999,112.635151,BENOWO,SURABAYA,JAWA TIMUR,60195,PHARMACY REGULAR (REG),U-DR-14B,UPCNT 14B,LUAR KOTA
SBY,177307,JL.KEDURUS DUKUH I/36 KEDURUS - KARANGPILANG,-7.32204089999999,112.7083919,KEDURUS,SURABAYA,JAWA TIMUR,60223,PHARMACY REGULAR (REG),P-DR-01B,PERI 01B,PINGGIRAN KOTA
SBY,177339,JL.RAYA SUKORAME -  JOMBANG NO.53 SUKORAME,-7.3387568,112.0917739,SUKORAME,LAMONGAN,JAWA TIMUR,62276,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177340,JL.RAYA TIKUNG NO.44 BAKALANPULE - TIKUNG,-7.1766184,112.3963638,TIKUNG,LAMONGAN,JAWA TIMUR,62281,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177341,JL RAYA KARANGBINANGUN RT.02 RW.01 SAMBOPINGGIR - KARANGBINANGUN,-7.0124647,112.4266435,KARANGBINANGUN,LAMONGAN,JAWA TIMUR,62293,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177343,"JL. SIMPANG TIGA COMPRENG, PLUMPANG, KELURAHAN PENIDON, KEC. PLUMPANG, TUBAN PENIDON-PLUMPANG",-7.03994019999999,112.1609056,PLUMPANG,TUBAN,JAWA TIMUR,62382,MODERN INDEPENDENT (MTI),U-DR-12B,UPCNT 12B,LUAR KOTA
SBY,177350,JL. RAYA BY PASS KM 28.75 SIDOMOJO - KRIAN,-7.40299,112.5873906,KRIAN,SIDOARJO,JAWA TIMUR,61262,MODERN KEY ACCOUNT (NKA),P-DR-03A,PERI 03A,PINGGIRAN KOTA
SBY,177352,JL RAYA MANTUP NO.55 MANTUP - MANTUP,-7.27703809999999,112.3559428,MANTUP,LAMONGAN,JAWA TIMUR,62283,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177354,DUSUN GAMPANG SEJATI NO.15 GAMPANG SEJATI,-6.9561293,112.2991295,LAREN,LAMONGAN,JAWA TIMUR,62262,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177365,JL RAYA SATELIT INDAH JJ-10 SUKOMANUNGGAL,-7.26644479999999,112.6938655,SUKOMANUNGGAL,SURABAYA,JAWA TIMUR,60188,PHARMACY REGULAR (REG),P-DR-02B,PERI 02B,PINGGIRAN KOTA
SBY,177366,JL VETERAN NO.55 BANJARMENDALAN,-7.1200304,112.4229299,BANJARMENDALAN,LAMONGAN,JAWA TIMUR,62212,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177367,JL RAYA MOROPELANG NO.01 MOROPELANG - BABAT,-7.0989005,112.2470578,BABAD,LAMONGAN,JAWA TIMUR,62271,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177372,JL RAYA TLOGO PLOSO NO.45 PAYAMAN - SOLOKURO,-6.91880229999999,112.3755018,SOLOKURO,LAMONGAN,JAWA TIMUR,62265,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177424,JL RAYA BABAT - JOMBANG KM.14 DRADAH BLUMBANG - KEDUNGPRING,-7.1379519,112.1638164,BABAD,LAMONGAN,JAWA TIMUR,62271,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177425,JL MANUKAN KRAJAN 31 L/6 MANUKAN - TANDES,-7.2596184,112.6700305,MANUKAN KULON,SURABAYA,JAWA TIMUR,60185,PBF REGULAR,P-DR-01B,PERI 01B,PINGGIRAN KOTA
SBY,177426,JL. KH. MANSYUR KM. 23 RT. 16 RW. 02 TANJUNGSARI - TAMAN,-7.3589157,112.6810879,TAMAN,SIDOARJO,JAWA TIMUR,61257,PBF REGULAR,P-DR-05C,PERI 05C,PINGGIRAN KOTA
SBY,177451,JL DESA BANJARAN RT.001 RW.001 DRIYOREJO,-7.3603919,112.5706982,DRIYOREJO,GRESIK,JAWA TIMUR,61177,PHARMACY REGULAR (REG),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177452,JL AHMAD YANI NO.02 TLANAK - KEDUNGPRING,-7.1697812,112.1985305,KEDUNGPRING,LAMONGAN,JAWA TIMUR,62272,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177465,JL RAYA MODO NO.164 MOJOREJO - MODO,-7.27661569999999,112.1341779,MODO,LAMONGAN,JAWA TIMUR,62275,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177466,TAMAN GAPURA G-WALK J-8 SAMBIKEREP - SAMBIKEREP,-7.2879944,112.65557,SAMBIKEREP,SURABAYA,JAWA TIMUR,60217,MODERN INDEPENDENT (MTI),P-DR-02A,PERI 02A,PINGGIRAN KOTA
SBY,177468,JL RAYA KEMBANGBAHU NO 35 KEMBANGBAHU,-7.18494259999999,112.3458968,KEMBANGBAHU,LAMONGAN,JAWA TIMUR,62282,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177469,JL GOTONG ROYONG NO.140 BABAT - BABAT,-7.1039748,112.1728721,BABAD,LAMONGAN,JAWA TIMUR,62271,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177470,GREEN MANSION RESIDENCE R-02 RT 005 RW 015 NGINGAS-WARU,-7.35839949999999,112.7507087,WARU,SIDOARJO,JAWA TIMUR,61256,PBF REGULAR,P-DR-03C,PERI 03C,PINGGIRAN KOTA
SBY,177471,JL. RAYA TEBEL BARAT NO. 1-3 TEBEL-GEDANGAN,-7.4077776,112.7263725,GEDANGAN,SIDOARJO,JAWA TIMUR,61254,PHARMACY REGULAR (REG),P-DR-03C,PERI 03C,PINGGIRAN KOTA
SBY,177472,DUSUN WONOSARI RT.08 RW.04 WONOKUPANG-BALONG BENDO,-7.41592939999999,112.5230193,KRIAN,SIDOARJO,JAWA TIMUR,61262,SPECIALIST CLINIC (SPC),U-DR-08C,UPCNT 08C,LUAR KOTA
SBY,177483,JL RAYA PAMBON NO.18 BRONDONG - BRONDONG,-6.8954426,112.2406138,BRONDONG,LAMONGAN,JAWA TIMUR,62263,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177484,JL RAYA DEANDLES NO.20 TLOGOSADANG - PACIRAN,-6.9564098,112.5047311,PACIRAN,LAMONGAN,JAWA TIMUR,62264,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177488,JL. RAYA WARU PASEAN PAMEKASAN PASEAN,-6.919152,113.536197,PASEAN,PAMEKASAN,JAWA TIMUR,69356,HOSPITAL GOVERNMENT (GVM),U-DR-05A,UPCNT 05A,LUAR KOTA
SBY,177502,JL RAYA PACIRAN NO.78 PACIRAN,-6.87000829999999,112.3477616,PACIRAN,LAMONGAN,JAWA TIMUR,62264,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177503,DUSUN MADURAN MADURAN - MADURAN,-7.00119319999999,112.2831095,BABAD,LAMONGAN,JAWA TIMUR,62271,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177589,JL RAYA DEKET NO.2 DEKET WETAN - DEKET,-7.1181509,112.4456691,DEKET,LAMONGAN,JAWA TIMUR,62291,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177592,JL MAHKOTA NO.100 KALITENGAH,-7.000382,112.3917381,KALITENGAH,LAMONGAN,JAWA TIMUR,62255,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177593,JL RAYA BABAT LAMONGAN NO.543 TURI,-7.10064919999999,112.1771804,TURI,LAMONGAN,JAWA TIMUR,62252,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177618,JALAN P. SUDIRMAN NO. 50A PAJAGALAN-KOTA SUMENEP,-7.0109823,113.8629353,PAJAGALAN,SUMENEP,JAWA TIMUR,69416,PHARMACY REGULAR (REG),U-DR-01A,UPCNT 01A,LUAR KOTA
SBY,177628,JL. RAYA BEJI NO. 37  RT.02  RW.01 CANGKRING MALANG - BEJI,-7.5938789,112.7642262,BEJI,PASURUAN,JAWA TIMUR,67154,MODERN KEY ACCOUNT (NKA),P-DR-05C,PERI 05C,PINGGIRAN KOTA
SBY,177642,JL. RAJAWALI NO. 05 GUNUNG SEKAR-SAMPANG,-7.1955808,113.2452893,GUNUNGSEKAR,SAMPANG,JAWA TIMUR,69213,PHARMACY REGULAR (REG),U-DR-03A,UPCNT 03A,LUAR KOTA
SBY,177676,JL. BAWEAN NO 35 RT 002 RW 004 NGAGEL - WONOKROMO,-7.27755299999999,112.748072,WONOKROMO,SURABAYA,JAWA TIMUR,60243,GENERAL CLINIC (GEN),P-DR-01B,PERI 01B,PINGGIRAN KOTA
SBY,177709,JL.RAYA BLULUK - SUKORAME NO.27 BLULUK - BLULUK,-7.34408159999999,112.112387,BLULUK,LAMONGAN,JAWA TIMUR,62274,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177710,JL.RAYA KARANGGENENG NO.110 KARANGGENENG,-6.98969029999999,112.3725867,KARANGGENENG,LAMONGAN,JAWA TIMUR,62254,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177732,"DS. KARANGGENENG, KEC. KARANGGENG DEPAN BANK BRI LAMONGAN KARANGGENENG-KARANGGENENG",-6.990548,112.3710314,KARANGGENENG,LAMONGAN,JAWA TIMUR,62254,MODERN INDEPENDENT (MTI),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177814,JL RAYA KUPANG INDAH NO. 7 DUKUH PAKIS - SAWAHAN,-7.28233989999999,112.7072095,SAWAHAN,SURABAYA,JAWA TIMUR,60251,MODERN INDEPENDENT (MTI),P-DR-02A,PERI 02A,PINGGIRAN KOTA
SBY,177815,JL. PUNCAK INDAH LONTAR NO. 2 SAMBI KEREP - SAMBI KEREP,-7.2929711,112.6741538,SAMBIKEREP,SURABAYA,JAWA TIMUR,60217,MODERN KEY ACCOUNT (NKA),P-DR-02A,PERI 02A,PINGGIRAN KOTA
SBY,177817,JL. ANJASMORO NO. 360 RT. 003 RW. 006 WONOSALAM - WONOSALAM,-7.7085656,112.3700493,WONOSALAM,JOMBANG,JAWA TIMUR,61476,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-09C,UPCNT 09C,LUAR KOTA
SBY,177831,RSUD. HAJI (POLI ANAK LT. 2) KLAMPIS NGASEM-SUKOLILO,-7.2823025,112.7798445,SUKOLILO,SURABAYA,JAWA TIMUR,60122,SPECIALIST DOCTOR (SPC),B-DR-05A,BASE 05A,DALAM KOTA
SBY,177832,JL. RAYA BUDURAN NO. 20 BANJAR KEMANTEN - BUDURAN,-7.41929699999999,112.723758,BUDURAN,SIDOARJO,JAWA TIMUR,61252,MODERN KEY ACCOUNT (NKA),P-DR-03A,PERI 03A,PINGGIRAN KOTA
SBY,177846,PERGUDANGAN SAVE N LOCK B 2311 RANGKAH KIDUL - SIDOARJO,-7.4625296,112.7393585,CANDI,SIDOARJO,JAWA TIMUR,61271,VET POULTRY,B-DR-08A,BASE 08A,DALAM KOTA
SBY,177858,JL LAPANGAN NO 01 SUKODONO SIDOARJO SUKODONO-SUKODONO,-7.37581279999999,112.6597191,SUKODONO,SIDOARJO,JAWA TIMUR,61258,GENERAL CLINIC (GEN),P-DR-02C,PERI 02C,PINGGIRAN KOTA
SBY,177921,JL RY BABAT JOMBANG 122 MOJODADI - KEDUNGPRING,-7.1620275,112.1670666,KEDUNGPRING,LAMONGAN,JAWA TIMUR,62272,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177953,JL. SAWAH PULO LAPANGAN NO 2 UJUNG - SEMAMPIR,-7.2231342,112.7471602,UJUNG,SURABAYA,JAWA TIMUR,60155,HEALTH PUBLIC CENTRE (PUSKESMAS),B-DR-03A,BASE 03A,DALAM KOTA
SBY,177961,JL PETERONGAN KM 71.3 CANDI DESA SAMBIREJO KECAMATAN JOGOROTO KAB JOMBANG ANCOL-PADEMANGAN,-6.13297509999999,106.8266873,JOGOROTO,JOMBANG,JAWA TIMUR,61485,MODERN KEY ACCOUNT (NKA),P-DR-05C,PERI 05C,PINGGIRAN KOTA
SBY,177964,JL. RAYA BANDARKEDUNGMULYO NO. 14 RT.002 RW.001 BANDARKEDUNGMULYO - BANDARKEDUNGMULYO,-7.5682375,112.1260439,BANDARKEDUNGMULYO,JOMBANG,JAWA TIMUR,61462,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-09C,UPCNT 09C,LUAR KOTA
SBY,177969,JL. KERTAJAYA INDAH TIMUR S-104 MANYAR SABRANGAN - MULYOREJO,-7.28054699999999,112.7818264,KERTAJAYA,SURABAYA,JAWA TIMUR,60282,MODERN KEY ACCOUNT (NKA),B-DR-07A,BASE 07A,DALAM KOTA
SBY,177971,JL. KALIKEPITING 29 A (RUMAH) PACAR KEMBANG-TAMBAKSARI,-7.26159189999999,112.7687718,SUKOLILO,SURABAYA,JAWA TIMUR,60122,SPECIALIST DOCTOR (SPC),B-DR-05A,BASE 05A,DALAM KOTA
SBY,177977,RUKO PUNCAK PERMAI SQUARE BLOK A-10 JL RAYA DARMO PERMAI III-A NO.10 SUKOMANUNGGAL,-7.277999,112.692401,SUKOMANUNGGAL,SURABAYA,JAWA TIMUR,60188,PHARMACY REGULAR (REG),P-DR-02B,PERI 02B,PINGGIRAN KOTA
SBY,177986,JL WONOKUSUMO NO.57 WONOKUSUMO - SEMAMPIR,-7.221699,112.75303,WONOKUSUMO,SURABAYA,JAWA TIMUR,60154,PHARMACY REGULAR (REG),P-DR-03B,PERI 03B,PINGGIRAN KOTA
SBY,177988,DUSUN WRINGINANON RT.01 RW.01 WRINGINANOM - WRINGINANOM,-7.395809,112.530037,WRINGINANOM,GRESIK,JAWA TIMUR,61176,PHARMACY REGULAR (REG),U-DR-13B,UPCNT 13B,LUAR KOTA
SBY,177989,JL. GRIYA BABATAN MUKTI VII NO.45 (LAMA: JL. GRIYA BABATAN MUKTI VII BLOK G-3) SUMUR WELUT - LAKARSANTRI,-7.3130262,112.677142,SUMUR WELUT,SURABAYA,JAWA TIMUR,60215,PHARMACY REGULAR (REG),P-DR-01B,PERI 01B,PINGGIRAN KOTA
SBY,177990,RUKO PERTELON DEKET KULON JL RAYA KARANGBINANGUN - DEKET NO.4C DEKET KULON - DEKET,-7.0218032,112.4900749,DEKET,LAMONGAN,JAWA TIMUR,62291,PHARMACY REGULAR (REG),U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,177995,JL. KH. AHMAD DAHLAN NO 10.A KEPUTIH-SUKOLILO,-7.28966719999999,112.8001792,SUKOLILO,SURABAYA,JAWA TIMUR,60122,PHARMACY CHAIN (CHN),B-DR-05A,BASE 05A,DALAM KOTA
SBY,178008,JL. RAYA GLAGAHSARI NO. 3 RT. 01 RW. 02 GLAGAHSARI - SUKOREJO,-7.7178705,112.7175115,SUKOREJO,PASURUAN,JAWA TIMUR,67161,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-10C,UPCNT 10C,LUAR KOTA
SBY,178009,JL. RAYA BULUKANDANG NO. 39 RT. 01 RW. 01 BULUKANDANG - PRIGEN,-7.696656,112.6883969,PRIGEN,PASURUAN,JAWA TIMUR,67157,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-10C,UPCNT 10C,LUAR KOTA
SBY,178010,JL. DR. SOETOMO NO. 47 RT. 004 RW. 001 BARENG - BARENG,-7.2835286,112.735353,BARENG,JOMBANG,JAWA TIMUR,61474,HEALTH PUBLIC CENTRE (PUSKESMAS),U-DR-09C,UPCNT 09C,LUAR KOTA
SBY,178016,JL. RAYA SIWALAN PANJI NO. 59 SIWALAN PANJI - BUDURAN,-7.4301971,112.72862,BUDURAN,SIDOARJO,JAWA TIMUR,61252,PHARMACY REGULAR (REG),P-DR-03C,PERI 03C,PINGGIRAN KOTA
SBY,178044,"JL. NGAGEL MADYA NO. 74, RT 003/RW 001 BARATA JAYA-GUBENG",-7.2898956,112.7599884,GUBENG,SURABAYA,JAWA TIMUR,60281,GENERAL CLINIC (GEN),B-DR-04A,BASE 04A,DALAM KOTA
SBY,178061,"JL. SEMARANG NO. 111, KEL. BEJI, KEC. JENU, TUBAN BEJI-JENU",-6.8284932,111.9865295,JENU,TUBAN,JAWA TIMUR,62352,MODERN INDEPENDENT (MTI),U-DR-12B,UPCNT 12B,LUAR KOTA
SBY,178062,"JL. JENU MERAKURAK, RT 003/ RW 001, KEL. JENGGOLO, KEC. JENU, TUBAN JENGGOLO-JENU",-6.87728299999999,111.9852875,JENU,TUBAN,JAWA TIMUR,62352,MODERN INDEPENDENT (MTI),U-DR-12B,UPCNT 12B,LUAR KOTA
SBY,178063,"JL. DERMO , NO 25, KEC. BENJENG, GRESIK BULUREJO-BENJENG",-7.2576407,112.5003557,BENJENG,GRESIK,JAWA TIMUR,61172,MODERN INDEPENDENT (MTI),U-DR-12B,UPCNT 12B,LUAR KOTA
SBY,178136,JL. RAYA BUNCITAN NO. 140 BUNCITAN-SEDATI,-7.39606569999999,112.7817269,SEDATI,SIDOARJO,JAWA TIMUR,61253,PHARMACY REGULAR (REG),P-DR-03C,PERI 03C,PINGGIRAN KOTA
SBY,178145,DUSUN KAUMAN RT. 003 RW. 002 PUGERAN - GONDANG,-7.563299,112.4655215,GONDANG,MOJOKERTO,JAWA TIMUR,61372,PHARMACY REGULAR (REG),U-DR-08C,UPCNT 08C,LUAR KOTA
SBY,178167,JL BANYU URIP NO. 137 C BANYU URIP - SAWAHAN,-7.2705524,112.7200813,SAWAHAN,SURABAYA,JAWA TIMUR,60251,PHARMACY CHAIN (CHN),P-DR-02B,PERI 02B,PINGGIRAN KOTA
SBY,178168,JL RAYA ARJUNO NO 151 SAWAHAN,-7.267562,112.728714,SAWAHAN,SURABAYA,JAWA TIMUR,60251,PHARMACY CHAIN (CHN),P-DR-02B,PERI 02B,PINGGIRAN KOTA
SBY,178169,JL RAYA LIDAH KULON NO.119 LIDAH KULON - LAKARSANTRI,-7.3056128,112.6516057,LIDAH KULON,SURABAYA,JAWA TIMUR,60213,PHARMACY REGULAR (REG),P-DR-01B,PERI 01B,PINGGIRAN KOTA
SBY,178172,GRAHA MASYITOH  JL. MENUR PUMPUNGAN NO. 34 GUBENG,-7.2896069,112.7685699,GUBENG,SURABAYA,JAWA TIMUR,60281,SPECIALIST DOCTOR (SPC),P-DR-01B,PERI 01B,PINGGIRAN KOTA
SBY,178174,JL. RAYA MULYOSARI NO. 286 KALISARI - MULYOREJO,-7.2596499,112.7952973,MULYOREJO,SURABAYA,JAWA TIMUR,60115,PHARMACY REGULAR (REG),B-DR-05A,BASE 05A,DALAM KOTA
SBY,178175,JL. MENUR NO. 14 MOJO - GUBENG,-7.27582369999999,112.7620683,GUBENG,SURABAYA,JAWA TIMUR,60281,PHARMACY CHAIN (CHN),B-DR-03A,BASE 03A,DALAM KOTA
SBY,178239,JL. PATTIMURA NO. 12-A JOMBANG,-7.55960839999999,112.2255279,JOMBANG,JOMBANG,JAWA TIMUR,61415,PHARMACY REGULAR (REG),U-DR-09C,UPCNT 09C,LUAR KOTA
SBY,178279,JL. RAYA KALIRUNGKUT NO. 10 A RUNGKUT,-7.3120999,112.7692839,GUNUNGSARI,SURABAYA,JAWA TIMUR,60293,VET COMPANION,B-DR-08A,BASE 08A,DALAM KOTA
SBY,178291,RUNGKUT MAPAN UTARA EA/12A  RT. 001 RW. 009 RUNGKUT TENGAH - GUNUNG ANYAR,-7.3316339,112.768819,RUNGKUT TENGAH,SURABAYA,JAWA TIMUR,60293,GENERAL PRACTICE DOCTOR (GP),B-DR-08A,BASE 08A,DALAM KOTA
SBY,178292,RUNGKUT ASRI TENGAH XIX/25 RT. 01 RW.11 RUNGKUT KIDUL - RUNGKUT,-7.3308516,112.7785011,RUNGKUT KIDUL,SURABAYA,JAWA TIMUR,60293,GENERAL PRACTICE DOCTOR (GP),B-DR-01A,BASE 01A,DALAM KOTA
SBY,178303,PERUM TAMAN PUSPA ANGGASWANGI B-2/14 RT 001 RW 007 KELURAHAN ANGGASWANGI KECAMATAN SUKODONO SIDOARJO ANGGASWANGI-SUKODONO,-7.4229737,112.6881937,SUKODONO,SIDOARJO,JAWA TIMUR,61258,PBAK TENDER,P-DR-02C,PERI 02C,PINGGIRAN KOTA
SBY,178352,JL. A. YANI NO. 2A TIMUR POS POLISI JAMBEAN SUKOREJO - BOJONEGORO,-7.16654969999999,111.8897537,GUBENG,SURABAYA,JAWA TIMUR,60281,VET COMPANION,U-DR-11B,UPCNT 11B,LUAR KOTA
SBY,178356,JL. KH MOH TOHA NO. 1A PANGERANAN-BANGKALAN,-7.028913,112.7405028,PANGERANAN,BANGKALAN,JAWA TIMUR,69115,HOSPITAL PRIVATE (PVT),U-DR-02A,UPCNT 02A,LUAR KOTA
SBY,178357,JL. KARANG EMPAT BESAR NO 82 PLOSO - TAMBAKSARI,-7.25142499999999,112.771719,PLOSO,SURABAYA,JAWA TIMUR,60133,PHARMACY REGULAR (REG),B-DR-05A,BASE 05A,DALAM KOTA
SBY,178389,JL. MAYJEND YONOSOEWOYO NO.39 BLOK B.26-27 DUKUH PAKIS,-7.2816179,112.6685009,DUKUH PAKIS,SURABAYA,JAWA TIMUR,60225,GENERAL CLINIC (GEN),P-DR-01B,PERI 01B,PINGGIRAN KOTA
SBY,178390,JL RAYA BOBOH NO.91 MENGANTI,-7.25156279999999,112.5682007,MENGANTI,GRESIK,JAWA TIMUR,61174,PHARMACY REGULAR (REG),U-DR-14B,UPCNT 14B,LUAR KOTA
SBY,178391,JL MAYJEND SUNGKONO NO.39 B SAWUNGGALING - WONOKROMO,-7.2926382,112.726459,WONOKROMO,SURABAYA,JAWA TIMUR,60243,PHARMACY CHAIN (CHN),P-DR-02B,PERI 02B,PINGGIRAN KOTA
